# Time, VRMS, Nu
1.322139924706689992e-02 1.002099109562855261e+01 4.812306647407694413e+02
1.322283322762833092e-02 1.002099243551730723e+01 4.812308317291459616e+02
1.322426720823062854e-02 1.002099377553614445e+01 4.812309987902895614e+02
1.322570118885335426e-02 1.002099511568436085e+01 4.812311657554337785e+02
1.322713516951706282e-02 1.002099645596116773e+01 4.812313327808806207e+02
1.322856915020143367e-02 1.002099779636587584e+01 4.812314997221597537e+02
1.323000313092690360e-02 1.002099913689768940e+01 4.812316667114313304e+02
1.323143711167327173e-02 1.002100047755591916e+01 4.812318336282163500e+02
1.323287109246085690e-02 1.002100181833978709e+01 4.812320005808180667e+02
1.323430507326957620e-02 1.002100315924857732e+01 4.812321674724830700e+02
1.323573905411963049e-02 1.002100450028152423e+01 4.812323343879317576e+02
1.323717303499105831e-02 1.002100584143792616e+01 4.812325012538378814e+02
1.323860701590394255e-02 1.002100718271699620e+01 4.812326681316586701e+02
1.324004099683843798e-02 1.002100852411803444e+01 4.812328349711783630e+02
1.324147497781450952e-02 1.002100986564026286e+01 4.812330018108722811e+02
1.324290895881243511e-02 1.002101120728297623e+01 4.812331686233758319e+02
1.324434293985205999e-02 1.002101254904539474e+01 4.812333354244678958e+02
1.324577692091378003e-02 1.002101389092682560e+01 4.812335022093225803e+02
1.324721090201732253e-02 1.002101523292646235e+01 4.812336689713279725e+02
1.324864488314320306e-02 1.002101657504362109e+01 4.812338357279037950e+02
1.325007886431103094e-02 1.002101791727754154e+01 4.812340024503341169e+02
1.325151284550144318e-02 1.002101925962747941e+01 4.812341691780055726e+02
1.325294682673392767e-02 1.002102060209267798e+01 4.812343358603745287e+02
1.325438080798924112e-02 1.002102194467243201e+01 4.812345025585105418e+02
1.325581478928675519e-02 1.002102328736595283e+01 4.812346692003407043e+02
1.325724877060734629e-02 1.002102463017256007e+01 4.812348358683003084e+02
1.325868275197026463e-02 1.002102597309143661e+01 4.812350024691149315e+02
1.326011673335650808e-02 1.002102731612190567e+01 4.812351691062766008e+02
1.326155071478520887e-02 1.002102865926316788e+01 4.812353356655792709e+02
1.326298469623748630e-02 1.002103000251454823e+01 4.812355022713123844e+02
1.326441867773235118e-02 1.002103134587523137e+01 4.812356687886340865e+02
1.326585265925104250e-02 1.002103268934452807e+01 4.812358353623039875e+02
1.326728664081245311e-02 1.002103403292167449e+01 4.812360018371526849e+02
1.326872062239794342e-02 1.002103537660594412e+01 4.812361683781327315e+02
1.327015460402628660e-02 1.002103672039656423e+01 4.812363348100342364e+02
1.327158858567896275e-02 1.002103806429282784e+01 4.812365013176898856e+02
1.327302256737462535e-02 1.002103940829394269e+01 4.812366677061714881e+02
1.327445654909487592e-02 1.002104075239923375e+01 4.812368341798737674e+02
1.327589053085824825e-02 1.002104209660789280e+01 4.812370005244372919e+02
1.327732451264646528e-02 1.002104344091923416e+01 4.812371669635514877e+02
1.327875849447793938e-02 1.002104478533245313e+01 4.812373332637324097e+02
1.328019247633451493e-02 1.002104612984686227e+01 4.812374996676328465e+02
1.328162645823448632e-02 1.002104747446167643e+01 4.812376659229413463e+02
1.328306044015981763e-02 1.002104881917619927e+01 4.812378322909999611e+02
1.328449442212868356e-02 1.002105016398962434e+01 4.812379985009590087e+02
1.328592840412316962e-02 1.002105150890127305e+01 4.812381648325483070e+02
1.328736238616132909e-02 1.002105285391035494e+01 4.812383309966845673e+02
1.328879636822537236e-02 1.002105419901615946e+01 4.812384972911640943e+02
1.329023035033322780e-02 1.002105554421790679e+01 4.812386634089969562e+02
1.329166433246722900e-02 1.002105688951490947e+01 4.812388296657363753e+02
1.329309831464518636e-02 1.002105823490634684e+01 4.812389957367901161e+02
1.329453229684955315e-02 1.002105958039154565e+01 4.812391619551702320e+02
1.329596627909801834e-02 1.002106092596971010e+01 4.812393279789640701e+02
1.329740026137315838e-02 1.002106227164014030e+01 4.812394941583452805e+02
1.329883424369254080e-02 1.002106361740207596e+01 4.812396601344024134e+02
1.330026822603886348e-02 1.002106496325477103e+01 4.812398262741590429e+02
1.330170220842957426e-02 1.002106630919745989e+01 4.812399922020979943e+02
1.330313619084749419e-02 1.002106765522942844e+01 4.812401583015051187e+02
1.330457017330994619e-02 1.002106900134992884e+01 4.812403241807608083e+02
1.330600415579987622e-02 1.002107034755820969e+01 4.812404902392868848e+02
1.330743813833448752e-02 1.002107169385351426e+01 4.812406560693788720e+02
1.330887212089684746e-02 1.002107304023514445e+01 4.812408220863825932e+02
1.331030610350403612e-02 1.002107438670230444e+01 4.812409878668396459e+02
1.331174008613924577e-02 1.002107573325429257e+01 4.812411538417042038e+02
1.331317406881943333e-02 1.002107707989031304e+01 4.812413195720496901e+02
1.331460805152791423e-02 1.002107842660967663e+01 4.812414855041390069e+02
1.331604203428152396e-02 1.002107977341159462e+01 4.812416511839023201e+02
1.331747601706369938e-02 1.002108112029537068e+01 4.812418170725891287e+02
1.331890999989115629e-02 1.002108246726021079e+01 4.812419827012951146e+02
1.332034398274745471e-02 1.002108381430540263e+01 4.812421485459477140e+02
1.332177796564918554e-02 1.002108516143018591e+01 4.812423141231253112e+02
1.332321194858003544e-02 1.002108650863383410e+01 4.812424799231187649e+02
1.332464593155647213e-02 1.002108785591557449e+01 4.812426454482960594e+02
1.332607991456230545e-02 1.002108920327471253e+01 4.812428112029996896e+02
1.332751389761387996e-02 1.002109055071042931e+01 4.812429766756990261e+02
1.332894788069512865e-02 1.002109189822205870e+01 4.812431423844826668e+02
1.333038186382227465e-02 1.002109324580880312e+01 4.812433078042428747e+02
1.333181584697937586e-02 1.002109459346995379e+01 4.812434734664719258e+02
1.333324983018253050e-02 1.002109594120472202e+01 4.812436388328181351e+02
1.333468381341592311e-02 1.002109728901241859e+01 4.812438044478784605e+02
1.333611779669552702e-02 1.002109863689224234e+01 4.812439697603368813e+02
1.333755178000564992e-02 1.002109998484351472e+01 4.812441353275933125e+02
1.333898576336214371e-02 1.002110133286541327e+01 4.812443005856952709e+02
1.334041974674944099e-02 1.002110268095727186e+01 4.812444661045275325e+02
1.334185373018326876e-02 1.002110402911828579e+01 4.812446313077991817e+02
1.334328771364818450e-02 1.002110537734775164e+01 4.812447967775767665e+02
1.334472169715979206e-02 1.002110672564489491e+01 4.812449619255548896e+02
1.334615568070277383e-02 1.002110807400900860e+01 4.812451273456484842e+02
1.334758966429260875e-02 1.002110942243928271e+01 4.812452924378687840e+02
1.334902364791410584e-02 1.002111077093505109e+01 4.812454578076487337e+02
1.335045763158261914e-02 1.002111211949550906e+01 4.812456228436307129e+02
1.335189161528308258e-02 1.002111346811995318e+01 4.812457881624827678e+02
1.335332559903072702e-02 1.002111481680761074e+01 4.812459531417657104e+02
1.335475958281061130e-02 1.002111616555778006e+01 4.812461184090494726e+02
1.335619356663784139e-02 1.002111751436964759e+01 4.812462833311656141e+02
1.335762755049760275e-02 1.002111886324254009e+01 4.812464485462646735e+02
1.335906153440487472e-02 1.002112021217564575e+01 4.812466134107440894e+02
1.336049551834497112e-02 1.002112156116828956e+01 4.812467785730402170e+02
1.336192950233274467e-02 1.002112291021967394e+01 4.812469433794157112e+02
1.336336348635363581e-02 1.002112425932909545e+01 4.812471084882762966e+02
1.336479747042237237e-02 1.002112560849576006e+01 4.812472732360890291e+02
1.336623145452452144e-02 1.002112695771898920e+01 4.812474382908835651e+02
1.336766543867468592e-02 1.002112830699797286e+01 4.812476029796636112e+02
1.336909942285855780e-02 1.002112965633203245e+01 4.812477679797806900e+02
1.337053340709061511e-02 1.002113100572034732e+01 4.812479326090632412e+02
1.337196739135667646e-02 1.002113235516224243e+01 4.812480975538668986e+02
1.337340137567109323e-02 1.002113370465693087e+01 4.812482621231884536e+02
1.337483536001981242e-02 1.002113505420370565e+01 4.812484270120632459e+02
1.337626934441706050e-02 1.002113640380178694e+01 4.812485915209621794e+02
1.337770332884890938e-02 1.002113775345046065e+01 4.812487563532919239e+02
1.337913731332945888e-02 1.002113910314894696e+01 4.812489208012903532e+02
1.338057129784491102e-02 1.002114045289654243e+01 4.812490855764460775e+02
1.338200528240923899e-02 1.002114180269246724e+01 4.812492499630974407e+02
1.338343926700876971e-02 1.002114315253603216e+01 4.812494146804498882e+02
1.338487325165734973e-02 1.002114450242641652e+01 4.812495790052832376e+02
1.338630723634143607e-02 1.002114585236295596e+01 4.812497436642320849e+02
1.338774122107474866e-02 1.002114720234483514e+01 4.812499079267802244e+02
1.338917520584387115e-02 1.002114855237136304e+01 4.812500725266884842e+02
1.339060919066239683e-02 1.002114990244175985e+01 4.812502367264956433e+02
1.339204317551703771e-02 1.002115125255532213e+01 4.812504012667458255e+02
1.339347716042125873e-02 1.002115260271126651e+01 4.812505654033514588e+02
1.339491114536190026e-02 1.002115395290889488e+01 4.812507298833328946e+02
1.339634513035230061e-02 1.002115530314740255e+01 4.812508939562651449e+02
1.339777911537943025e-02 1.002115665342611095e+01 4.812510583753547166e+02
1.339921310045649912e-02 1.002115800374421895e+01 4.812512223841592913e+02
1.340064708557060433e-02 1.002115935410104441e+01 4.812513867417362121e+02
1.340208107073482917e-02 1.002116070449577911e+01 4.812515506859549532e+02
1.340351505593639914e-02 1.002116205492773915e+01 4.812517149814022446e+02
1.340494904118827088e-02 1.002116340539613581e+01 4.812518788605698887e+02
1.340638302647780000e-02 1.002116475590026390e+01 4.812520430932746649e+02
1.340781701181781305e-02 1.002116610643934891e+01 4.812522069069303257e+02
1.340925099719579398e-02 1.002116745701267142e+01 4.812523710762764040e+02
1.341068498262444272e-02 1.002116880761948003e+01 4.812525348239605592e+02
1.341211896809137161e-02 1.002117015825903223e+01 4.812526989293298811e+02
1.341355295360915391e-02 1.002117150893056774e+01 4.812528626105887497e+02
1.341498693916553034e-02 1.002117285963340443e+01 4.812530266513613810e+02
1.341642092477294407e-02 1.002117421036670919e+01 4.812531902657345881e+02
1.341785491041926764e-02 1.002117556112982300e+01 4.812533542413021905e+02
1.341928889611681587e-02 1.002117691192195181e+01 4.812535177883193569e+02
1.342072288185358966e-02 1.002117826274238865e+01 4.812536816980729100e+02
1.342215686764177546e-02 1.002117961359035192e+01 4.812538451772883832e+02
1.342359085346950427e-02 1.002118096446514528e+01 4.812540090206085210e+02
1.342502483934883244e-02 1.002118231536598358e+01 4.812541724315557872e+02
1.342645882526802108e-02 1.002118366629217228e+01 4.812543362078330915e+02
1.342789281123899815e-02 1.002118501724291733e+01 4.812544995500608138e+02
1.342932679725015663e-02 1.002118636821751707e+01 4.812546632586929150e+02
1.343076078331329436e-02 1.002118771921520235e+01 4.812548265317370806e+02
1.343219476941693268e-02 1.002118907023525907e+01 4.812549901720994967e+02
1.343362875557274107e-02 1.002119042127691451e+01 4.812551533755059268e+02
1.343506274176937097e-02 1.002119177233947411e+01 4.812553169469975956e+02
1.343649672801836351e-02 1.002119312342214741e+01 4.812554800803129638e+02
1.343793071430850021e-02 1.002119447452422207e+01 4.812556435823145762e+02
1.343936470065119210e-02 1.002119582564494316e+01 4.812558066450731076e+02
1.344079868703535255e-02 1.002119717678358057e+01 4.812559700769917299e+02
1.344223267347226247e-02 1.002119852793939003e+01 4.812561330687479995e+02
1.344366665995096362e-02 1.002119987911163435e+01 4.812562964299675059e+02
1.344510064648260853e-02 1.002120123029955145e+01 4.812564593502524417e+02
1.344653463305637252e-02 1.002120258150244503e+01 4.812566226401767722e+02
1.344796861968327630e-02 1.002120393271952281e+01 4.812567854885407428e+02
1.344940260635262355e-02 1.002120528395009558e+01 4.812569487065533735e+02
1.345083659307530835e-02 1.002120663519336219e+01 4.812571114825400400e+02
1.345227057984076449e-02 1.002120798644866362e+01 4.812572746280415004e+02
1.345370456665975420e-02 1.002120933771517564e+01 4.812574373311999807e+02
1.345513855352184485e-02 1.002121068899223388e+01 4.812576004035964274e+02
1.345657254043766855e-02 1.002121204027903367e+01 4.812577630334537844e+02
1.345800652739692106e-02 1.002121339157488400e+01 4.812579260321369361e+02
1.345944051441010612e-02 1.002121474287900327e+01 4.812580885882491089e+02
1.346087450146705132e-02 1.002121609419070580e+01 4.812582515126184148e+02
1.346230848857813030e-02 1.002121744550919580e+01 4.812584139945296897e+02
1.346374247573329901e-02 1.002121879683377514e+01 4.812585768439832350e+02
1.346517646294280272e-02 1.002122014816367468e+01 4.812587392512317024e+02
1.346661045019673097e-02 1.002122149949819807e+01 4.812589020251824081e+02
1.346804443750519546e-02 1.002122285083654418e+01 4.812590643573191187e+02
1.346947842485841755e-02 1.002122420217803977e+01 4.812592270551540992e+02
1.347091241226638057e-02 1.002122555352189437e+01 4.812593893117251582e+02
1.347234639971943426e-02 1.002122690486740986e+01 4.812595519328605747e+02
1.347378038722743185e-02 1.002122825621381175e+01 4.812597141134025378e+02
1.347521437478085664e-02 1.002122960756040548e+01 4.812598766572380669e+02
1.347664836238943176e-02 1.002123095890640236e+01 4.812600387612945951e+02
1.347808235004376715e-02 1.002123231025111671e+01 4.812602012272481034e+02
1.347951633775345930e-02 1.002123366159375273e+01 4.812603632543692811e+02
1.348095032550924999e-02 1.002123501293364605e+01 4.812605256418365798e+02
1.348238431332060561e-02 1.002123636426997777e+01 4.812606875915611226e+02
1.348381830117839804e-02 1.002123771560207643e+01 4.812608498999613857e+02
1.348525228909196183e-02 1.002123906692914623e+01 4.812610117718334664e+02
1.348668627705230071e-02 1.002124041825052636e+01 4.812611740005766023e+02
1.348812026506862084e-02 1.002124176956540325e+01 4.812613357941390291e+02
1.348955425313205607e-02 1.002124312087309832e+01 4.812614979426322748e+02
1.349098824125168246e-02 1.002124447217283709e+01 4.812616596574379741e+02
1.349242222941876394e-02 1.002124582346390724e+01 4.812618217250995940e+02
1.349385621764224823e-02 1.002124717474554672e+01 4.812619833606818815e+02
1.349529020591352761e-02 1.002124852601706451e+01 4.812621453469213293e+02
1.349672419424142317e-02 1.002124987727764704e+01 4.812623069028334726e+02
1.349815818261745556e-02 1.002125122852665484e+01 4.812624688070778802e+02
1.349959217105031577e-02 1.002125257976326722e+01 4.812626302828520579e+02
1.350102615953165802e-02 1.002125393098680739e+01 4.812627921045112771e+02
1.350246014807004145e-02 1.002125528219649908e+01 4.812629534996989946e+02
1.350389413665725041e-02 1.002125663339165307e+01 4.812631152381918014e+02
1.350532812530171566e-02 1.002125798457147887e+01 4.812632765523352418e+02
1.350676211399534990e-02 1.002125933573530503e+01 4.812634382071043433e+02
1.350819610274645727e-02 1.002126068688231975e+01 4.812635994397314789e+02
1.350963009154707885e-02 1.002126203801186399e+01 4.812637610101838277e+02
1.351106408040539039e-02 1.002126338912314552e+01 4.812639221608495177e+02
1.351249806931356309e-02 1.002126474021547686e+01 4.812640836464124732e+02
1.351393205827964260e-02 1.002126609128808710e+01 4.812642447146600375e+02
1.351536604729593020e-02 1.002126744234027456e+01 4.812644061147636876e+02
1.351680003637034493e-02 1.002126879337124876e+01 4.812645671001343999e+02
1.351823402549531296e-02 1.002127014438036667e+01 4.812647284142067861e+02
1.351966801467862841e-02 1.002127149536681117e+01 4.812648893162293007e+02
1.352110200391284760e-02 1.002127284632990722e+01 4.812650505437040920e+02
1.352253599320563451e-02 1.002127419726885904e+01 4.812652113619230363e+02
1.352396998254967384e-02 1.002127554818300048e+01 4.812653725022366871e+02
1.352540397195250294e-02 1.002127689907154462e+01 4.812655332361972000e+02
1.352683796140693312e-02 1.002127824993380933e+01 4.812656942887752507e+02
1.352827195092037860e-02 1.002127960076901836e+01 4.812658549380193449e+02
1.352970594048577384e-02 1.002128095157647536e+01 4.812660159023096753e+02
1.353113993011040815e-02 1.002128230235540585e+01 4.812661764663641861e+02
1.353257391978734438e-02 1.002128365310512770e+01 4.812663373418000674e+02
1.353400790952374519e-02 1.002128500382486287e+01 4.812664978202119528e+02
1.353544189931279833e-02 1.002128635451392391e+01 4.812666586062389911e+02
1.353687588916154157e-02 1.002128770517153278e+01 4.812668189985467393e+02
1.353830987906328928e-02 1.002128905579701268e+01 4.812669796946085512e+02
1.353974386902495608e-02 1.002129040638956425e+01 4.812671400003365534e+02
1.354117785903997950e-02 1.002129175694853380e+01 4.812673006058162173e+02
1.354261184911515099e-02 1.002129310747312907e+01 4.812674608245743570e+02
1.354404583924403299e-02 1.002129445796266438e+01 4.812676213389879649e+02
1.354547982943329204e-02 1.002129580841636347e+01 4.812677814702493038e+02
1.354691381967661548e-02 1.002129715883354244e+01 4.812679418930394490e+02
1.354834780998054669e-02 1.002129850921343035e+01 4.812681019363300265e+02
1.354978180033889618e-02 1.002129985955534153e+01 4.812682622669575494e+02
1.355121579075808588e-02 1.002130120985849970e+01 4.812684222218201739e+02
1.355264978123204948e-02 1.002130256012221210e+01 4.812685824597340343e+02
1.355408377176708576e-02 1.002130391034573087e+01 4.812687423256970760e+02
1.355551776235725155e-02 1.002130526052835258e+01 4.812689024703592509e+02
1.355695175300872420e-02 1.002130661066929562e+01 4.812690622469551727e+02
1.355838574371568198e-02 1.002130796076790809e+01 4.812692222978321865e+02
1.355981973448418254e-02 1.002130931082337995e+01 4.812693819845878807e+02
1.356125372530852385e-02 1.002131066083504862e+01 4.812695419411360831e+02
1.356268771619464561e-02 1.002131201080214495e+01 4.812697015375853198e+02
1.356412170713696373e-02 1.002131336072397438e+01 4.812698613992717469e+02
1.356555569814129995e-02 1.002131471059977308e+01 4.812700209049493765e+02
1.356698968920218989e-02 1.002131606042884471e+01 4.812701806712412917e+02
1.356842368032533733e-02 1.002131741021044853e+01 4.812703400856719327e+02
1.356985767150539583e-02 1.002131875994386334e+01 4.812704997560384186e+02
1.357129166274795296e-02 1.002132010962835018e+01 4.812706590787601613e+02
1.357272565404777850e-02 1.002132145926321272e+01 4.812708186526800205e+02
1.357415964541034380e-02 1.002132280884768001e+01 4.812709778832027041e+02
1.357559363683053487e-02 1.002132415838107704e+01 4.812711373601503055e+02
1.357702762831370855e-02 1.002132550786262755e+01 4.812712964980072456e+02
1.357846161985486709e-02 1.002132685729164763e+01 4.812714558774637226e+02
1.357989561145925284e-02 1.002132820666737700e+01 4.812716149221786281e+02
1.358132960312198254e-02 1.002132955598913711e+01 4.812717742036208506e+02
1.358276359484818403e-02 1.002133090525614989e+01 4.812719331547189086e+02
1.358419758663308684e-02 1.002133225446774212e+01 4.812720923376366500e+02
1.358563157848170951e-02 1.002133360362315351e+01 4.812722511946445820e+02
1.358706557038939430e-02 1.002133495272168062e+01 4.812724102785225568e+02
1.358849956236104529e-02 1.002133630176256673e+01 4.812725690409538970e+02
1.358993355439211750e-02 1.002133765074512439e+01 4.812727280252879041e+02
1.359136754648740571e-02 1.002133899966862352e+01 4.812728866926698856e+02
1.359280153864247422e-02 1.002134034853233402e+01 4.812730455769485616e+02
1.359423553086201025e-02 1.002134169733552049e+01 4.812732041487981292e+02
1.359566952314168568e-02 1.002134304607749726e+01 4.812733629325196034e+02
1.359710351548608018e-02 1.002134439475749517e+01 4.812735214083568849e+02
1.359853750789097489e-02 1.002134574337484096e+01 4.812736800910129205e+02
1.359997150036084193e-02 1.002134709192876549e+01 4.812738384703591805e+02
1.360140549289157001e-02 1.002134844041859907e+01 4.812739970514579682e+02
1.360283948548752370e-02 1.002134978884356364e+01 4.812741553338254903e+02
1.360427347814469924e-02 1.002135113720298776e+01 4.812743138128686837e+02
1.360570747086735713e-02 1.002135248549609692e+01 4.812744719977789032e+02
1.360714146365159770e-02 1.002135383372223920e+01 4.812746303742829355e+02
1.360857545650157562e-02 1.002135518188064189e+01 4.812747884612441567e+02
1.361000944941349704e-02 1.002135652997060511e+01 4.812749467347017003e+02
1.361144344239141601e-02 1.002135787799138456e+01 4.812751047232424639e+02
1.361287743543163932e-02 1.002135922594231054e+01 4.812752628931733057e+02
1.361431142853812039e-02 1.002136057382260326e+01 4.812754207828603512e+02
1.361574542170726487e-02 1.002136192163160544e+01 4.812755788487246491e+02
1.361717941494292906e-02 1.002136326936853550e+01 4.812757366390005132e+02
1.361861340824161749e-02 1.002136461703274506e+01 4.812758946003693836e+02
1.362004740160708757e-02 1.002136596462343654e+01 4.812760522907620953e+02
1.362148139503594445e-02 1.002136731213996335e+01 4.812762101471606684e+02
1.362291538853184665e-02 1.002136865958155632e+01 4.812763677371711424e+02
1.362434938209149647e-02 1.002137000694754221e+01 4.812765254881271062e+02
1.362578337571845703e-02 1.002137135423715364e+01 4.812766829772617712e+02
1.362721736940952603e-02 1.002137270144973158e+01 4.812768406222984936e+02
1.362865136316817292e-02 1.002137404858449621e+01 4.812769980100702583e+02
1.363008535699128908e-02 1.002137539564079027e+01 4.812771555487243518e+02
1.363151935088225200e-02 1.002137674261784817e+01 4.812773128346401563e+02
1.363295334483804501e-02 1.002137808951499665e+01 4.812774702664373194e+02
1.363438733886195540e-02 1.002137943633147188e+01 4.812776274500106410e+02
1.363582133295105671e-02 1.002138078306662194e+01 4.812777847744857809e+02
1.363725532710854428e-02 1.002138212971967413e+01 4.812779418552185575e+02
1.363868932133158532e-02 1.002138347628993920e+01 4.812780990719087981e+02
1.364012331562328498e-02 1.002138482277669240e+01 4.812782560493087090e+02
1.364155730998089892e-02 1.002138616917924629e+01 4.812784131577576545e+02
1.364299130440744558e-02 1.002138751549684592e+01 4.812785700313376651e+02
1.364442529890026561e-02 1.002138886172881804e+01 4.812787270310785743e+02
1.364585929346229590e-02 1.002139020787440415e+01 4.812788838003344836e+02
1.364729328809096039e-02 1.002139155393295056e+01 4.812790406909255694e+02
1.364872728278911096e-02 1.002139289990368809e+01 4.812791973553652838e+02
1.365016127755425655e-02 1.002139424578593285e+01 4.812793541363474787e+02
1.365159527238916752e-02 1.002139559157895299e+01 4.812795106954727089e+02
1.365302926729143433e-02 1.002139693728207881e+01 4.812796673664088871e+02
1.365446326226374581e-02 1.002139828289454471e+01 4.812798238197270280e+02
1.365589725730377221e-02 1.002139962841567566e+01 4.812799803801449912e+02
1.365733125241412431e-02 1.002140097384473449e+01 4.812801367271604249e+02
1.365876524759255216e-02 1.002140231918105329e+01 4.812802931766333927e+02
1.366019924284158846e-02 1.002140366442386998e+01 4.812804494168502742e+02
1.366163323815906133e-02 1.002140500957251490e+01 4.812806057549289562e+02
1.366306723354742715e-02 1.002140635462624374e+01 4.812807618878509288e+02
1.366450122900458863e-02 1.002140769958437971e+01 4.812809181140850683e+02
1.366593522453292929e-02 1.002140904444619274e+01 4.812810741392206069e+02
1.366736922013042470e-02 1.002141038921098470e+01 4.812812302531846171e+02
1.366880321579938551e-02 1.002141173387802375e+01 4.812813861700287816e+02
1.367023721153786189e-02 1.002141307844664020e+01 4.812815421712780335e+02
1.367167120734809338e-02 1.002141442291608620e+01 4.812816979793403220e+02
1.367310520322819953e-02 1.002141576728568850e+01 4.812818538674456477e+02
1.367453919918034874e-02 1.002141711155471349e+01 4.812820095662223707e+02
1.367597319520273171e-02 1.002141845572245948e+01 4.812821653407507370e+02
1.367740719129745090e-02 1.002141979978823372e+01 4.812823209297520748e+02
1.367884118746276294e-02 1.002142114375132032e+01 4.812824765902748823e+02
1.368027518370070264e-02 1.002142248761099452e+01 4.812826320689908925e+02
1.368170918000959427e-02 1.002142383136659198e+01 4.812827876150784050e+02
1.368314317639141020e-02 1.002142517501736485e+01 4.812829429830276240e+02
1.368457717284453541e-02 1.002142651856263456e+01 4.812830984142482862e+02
1.368601116937087983e-02 1.002142786200168700e+01 4.812832536709341866e+02
1.368744516596889262e-02 1.002142920533382942e+01 4.812834089868557612e+02
1.368887916264042125e-02 1.002143054855832105e+01 4.812835641317823843e+02
1.369031315938397733e-02 1.002143189167451176e+01 4.812837193319925859e+02
1.369174715620134763e-02 1.002143323468164482e+01 4.812838743646610737e+02
1.369318115309110448e-02 1.002143457757904343e+01 4.812840294487335768e+02
1.369461515005497391e-02 1.002143592036600594e+01 4.812841843686527454e+02
1.369604914709158898e-02 1.002143726304182891e+01 4.812843393361673066e+02
1.369748314420261848e-02 1.002143860560579469e+01 4.812844941428433572e+02
1.369891714138674922e-02 1.002143994805722826e+01 4.812846489933793919e+02
1.370035113864559798e-02 1.002144129039539777e+01 4.812848036863218226e+02
1.370178513597790707e-02 1.002144263261962109e+01 4.812849584194611907e+02
1.370321913338523601e-02 1.002144397472919302e+01 4.812851129981737017e+02
1.370465313086638263e-02 1.002144531672340833e+01 4.812852676134983767e+02
1.370608712842285616e-02 1.002144665860157247e+01 4.812854220774934220e+02
1.370752112605350473e-02 1.002144800036298200e+01 4.812855765745905501e+02
1.370895512375978724e-02 1.002144934200692639e+01 4.812857309233735350e+02
1.371038912154060214e-02 1.002145068353273416e+01 4.812858853018304330e+02
1.371182311939735804e-02 1.002145202493967346e+01 4.812860395349123337e+02
1.371325711732900195e-02 1.002145336622708172e+01 4.812861937943101793e+02
1.371469111533689736e-02 1.002145470739420396e+01 4.812863479112145910e+02
1.371612511342003814e-02 1.002145604844040605e+01 4.812865020511408147e+02
1.371755911157973920e-02 1.002145738936494190e+01 4.812866560513663785e+02
1.371899310981504472e-02 1.002145873016715250e+01 4.812868100714154025e+02
1.372042710812722277e-02 1.002146007084629531e+01 4.812869639544864526e+02
1.372186110651536090e-02 1.002146141140172375e+01 4.812871178542465600e+02
1.372329510498068381e-02 1.002146275183270063e+01 4.812872716196673650e+02
1.372472910352232414e-02 1.002146409213855272e+01 4.812874253987295674e+02
1.372616310214146325e-02 1.002146543231858189e+01 4.812875790460254848e+02
1.372759710083727540e-02 1.002146677237208827e+01 4.812877327039839770e+02
1.372903109961090377e-02 1.002146811229836132e+01 4.812878862326653007e+02
1.373046509846156081e-02 1.002146945209673490e+01 4.812880397691114922e+02
1.373189909739034979e-02 1.002147079176648425e+01 4.812881931787044323e+02
1.373333309639652479e-02 1.002147213130695391e+01 4.812883465932270042e+02
1.373476709548114919e-02 1.002147347071741024e+01 4.812884998832464021e+02
1.373620109464351695e-02 1.002147480999719420e+01 4.812886531754473367e+02
1.373763509388465330e-02 1.002147614914558993e+01 4.812888063454169583e+02
1.373906909320388690e-02 1.002147748816189932e+01 4.812889595148924968e+02
1.374050309260221002e-02 1.002147882704545268e+01 4.812891125643343457e+02
1.374193709207898774e-02 1.002148016579554834e+01 4.812892656106699292e+02
1.374337109163517590e-02 1.002148150441147401e+01 4.812894185391136261e+02
1.374480509127017427e-02 1.002148284289257596e+01 4.812895714619097589e+02
1.374623909098490575e-02 1.002148418123813123e+01 4.812897242688804909e+02
1.374767309077880306e-02 1.002148551944748078e+01 4.812898770677405764e+02
1.374910709065275613e-02 1.002148685751990165e+01 4.812900297527592670e+02
1.375054109060623066e-02 1.002148819545472591e+01 4.812901824272798308e+02
1.375197509064008707e-02 1.002148953325123948e+01 4.812903349898863326e+02
1.375340909075382055e-02 1.002149087090879398e+01 4.812904875396608304e+02
1.375484309094826205e-02 1.002149220842667177e+01 4.812906399793773744e+02
1.375627709122293624e-02 1.002149354580418361e+01 4.812907924040138141e+02
1.375771109157864457e-02 1.002149488304064562e+01 4.812909447203722380e+02
1.375914509201494294e-02 1.002149622013537211e+01 4.812910970194639617e+02
1.376057909253260159e-02 1.002149755708767387e+01 4.812912492120050842e+02
1.376201309313120590e-02 1.002149889389687587e+01 4.812914013851600430e+02
1.376344709381150007e-02 1.002150023056226757e+01 4.812915534534129165e+02
1.376488109457309553e-02 1.002150156708318995e+01 4.812917055002224060e+02
1.376631509541671218e-02 1.002150290345893779e+01 4.812918574437391044e+02
1.376774909634198400e-02 1.002150423968883608e+01 4.812920093638040839e+02
1.376918309734960835e-02 1.002150557577218315e+01 4.812921611821093961e+02
1.377061709843924349e-02 1.002150691170831998e+01 4.812923129750428188e+02
1.377205109961156249e-02 1.002150824749654134e+01 4.812924646676880229e+02
1.377348510086624962e-02 1.002150958313617224e+01 4.812926163330851637e+02
1.377491910220395195e-02 1.002151091862652876e+01 4.812927678996070426e+02
1.377635310362437804e-02 1.002151225396692524e+01 4.812929194370689174e+02
